ID,cluster,time
20100502101591,Cluster 1  |  n = 1655,t1
20110504110123,Cluster 2  |  n = 1457,t2
20110504110129,Cluster 3  |  n = 1794,t2
20110504110152,Cluster 4  |  n = 419,t2
20110504110500,Cluster 2  |  n = 1457,t2
20110504110503,Cluster 3  |  n = 1794,t2
20110504110512,Cluster 3  |  n = 1794,t2
20110504110513,Cluster 4  |  n = 419,t2
20110504110517,Cluster 4  |  n = 419,t2
20110504110527,Cluster 3  |  n = 1794,t2
20110504110528,Cluster 2  |  n = 1457,t2
20110504110529,Cluster 3  |  n = 1794,t2
20110504110532,Cluster 2  |  n = 1457,t2
20110504110536,Cluster 3  |  n = 1794,t2
20110504110541,Cluster 3  |  n = 1794,t2
20110504110550,Cluster 3  |  n = 1794,t2
20110504110551,Cluster 3  |  n = 1794,t2
20110504110556,Cluster 2  |  n = 1457,t2
20110504110560,Cluster 3  |  n = 1794,t2
20110504110561,Cluster 2  |  n = 1457,t2
20110504110565,Cluster 3  |  n = 1794,t2
20110504110583,Cluster 2  |  n = 1457,t2
20110504110584,Cluster 2  |  n = 1457,t2
20110504110603,Cluster 3  |  n = 1794,t2
20110504110605,Cluster 2  |  n = 1457,t2
20110504110608,Cluster 2  |  n = 1457,t2
20110504110613,Cluster 3  |  n = 1794,t2
20110504110616,Cluster 3  |  n = 1794,t2
20110504110621,Cluster 3  |  n = 1794,t2
20110504110623,Cluster 3  |  n = 1794,t2
20110504110625,Cluster 3  |  n = 1794,t2
20110504110630,Cluster 3  |  n = 1794,t2
20110504110636,Cluster 2  |  n = 1457,t2
20110504110639,Cluster 3  |  n = 1794,t2
20110504110640,Cluster 2  |  n = 1457,t2
20110504110641,Cluster 2  |  n = 1457,t2
20110504110646,Cluster 3  |  n = 1794,t2
20110504110652,Cluster 3  |  n = 1794,t2
20110504110662,Cluster 2  |  n = 1457,t2
20110504110678,Cluster 3  |  n = 1794,t2
20110504110679,Cluster 3  |  n = 1794,t2
20110504110680,Cluster 2  |  n = 1457,t2
20110504110687,Cluster 3  |  n = 1794,t2
20110504110689,Cluster 3  |  n = 1794,t2
20110504110696,Cluster 2  |  n = 1457,t2
20110504110704,Cluster 4  |  n = 419,t2
20110504110711,Cluster 2  |  n = 1457,t2
20110504110726,Cluster 3  |  n = 1794,t2
20110504110730,Cluster 3  |  n = 1794,t2
20110504110756,Cluster 3  |  n = 1794,t2
20110504110757,Cluster 2  |  n = 1457,t2
20110504110758,Cluster 4  |  n = 419,t2
20110504110760,Cluster 2  |  n = 1457,t2
20110504110766,Cluster 2  |  n = 1457,t2
20110504110769,Cluster 2  |  n = 1457,t2
20110504110789,Cluster 3  |  n = 1794,t2
20110504110817,Cluster 3  |  n = 1794,t2
20110504110836,Cluster 3  |  n = 1794,t2
20110504110847,Cluster 3  |  n = 1794,t2
20110504110856,Cluster 2  |  n = 1457,t2
20110504110858,Cluster 3  |  n = 1794,t2
20110504110860,Cluster 3  |  n = 1794,t2
20110504110862,Cluster 3  |  n = 1794,t2
20110504110869,Cluster 2  |  n = 1457,t2
20110504110871,Cluster 2  |  n = 1457,t2
20110504110875,Cluster 3  |  n = 1794,t2
20110504110886,Cluster 3  |  n = 1794,t2
20110504110887,Cluster 3  |  n = 1794,t2
20110504110897,Cluster 1  |  n = 176,t2
20110504110901,Cluster 2  |  n = 1457,t2
20110504110908,Cluster 2  |  n = 1457,t2
20110504110915,Cluster 2  |  n = 1457,t2
20110504110919,Cluster 2  |  n = 1457,t2
20110504110952,Cluster 2  |  n = 1457,t2
20110504110960,Cluster 1  |  n = 176,t2
20110504110961,Cluster 2  |  n = 1457,t2
20110504110963,Cluster 3  |  n = 1794,t2
20110504110968,Cluster 3  |  n = 1794,t2
20110504110972,Cluster 1  |  n = 176,t2
20110504110976,Cluster 4  |  n = 419,t2
20110504110978,Cluster 3  |  n = 1794,t2
20110504110981,Cluster 2  |  n = 1457,t2
20110504110996,Cluster 3  |  n = 1794,t2
20110504111009,Cluster 4  |  n = 419,t2
20110504111013,Cluster 3  |  n = 1794,t2
20110504111018,Cluster 2  |  n = 1457,t2
20110504111023,Cluster 3  |  n = 1794,t2
20110504111028,Cluster 3  |  n = 1794,t2
20110504111032,Cluster 2  |  n = 1457,t2
20110504111037,Cluster 3  |  n = 1794,t2
20110504111041,Cluster 2  |  n = 1457,t2
20110504111043,Cluster 3  |  n = 1794,t2
20110504111045,Cluster 3  |  n = 1794,t2
20110504111049,Cluster 3  |  n = 1794,t2
20110504111052,Cluster 2  |  n = 1457,t2
20110504111053,Cluster 3  |  n = 1794,t2
20110504111056,Cluster 2  |  n = 1457,t2
20110504111060,Cluster 2  |  n = 1457,t2
20110504111062,Cluster 3  |  n = 1794,t2
20110504111067,Cluster 3  |  n = 1794,t2
20110504111072,Cluster 4  |  n = 419,t2
20110504111079,Cluster 2  |  n = 1457,t2
20110504111081,Cluster 3  |  n = 1794,t2
20110504111084,Cluster 2  |  n = 1457,t2
20110504111086,Cluster 3  |  n = 1794,t2
20110504111090,Cluster 4  |  n = 419,t2
20110504111091,Cluster 4  |  n = 419,t2
20110504111123,Cluster 4  |  n = 419,t2
20110504111124,Cluster 4  |  n = 419,t2
20110504111127,Cluster 3  |  n = 1794,t2
20110504111130,Cluster 3  |  n = 1794,t2
20110504111133,Cluster 2  |  n = 1457,t2
20110504111141,Cluster 3  |  n = 1794,t2
20110504111149,Cluster 3  |  n = 1794,t2
20110504111182,Cluster 4  |  n = 419,t2
20110504111196,Cluster 4  |  n = 419,t2
20110504111199,Cluster 3  |  n = 1794,t2
20110504111206,Cluster 2  |  n = 1457,t2
20110504111207,Cluster 1  |  n = 176,t2
20110504111211,Cluster 2  |  n = 1457,t2
20110504111214,Cluster 3  |  n = 1794,t2
20110504111215,Cluster 3  |  n = 1794,t2
20110504111229,Cluster 1  |  n = 176,t2
20110504111237,Cluster 3  |  n = 1794,t2
20110504111260,Cluster 2  |  n = 1457,t2
20110504111262,Cluster 3  |  n = 1794,t2
20110504111268,Cluster 3  |  n = 1794,t2
20110504111285,Cluster 4  |  n = 419,t2
20110504111286,Cluster 3  |  n = 1794,t2
20110504111288,Cluster 2  |  n = 1457,t2
20110504111289,Cluster 2  |  n = 1457,t2
20110504111292,Cluster 3  |  n = 1794,t2
20110504111298,Cluster 4  |  n = 419,t2
20110504111299,Cluster 1  |  n = 176,t2
20110504111302,Cluster 3  |  n = 1794,t2
20110504111303,Cluster 3  |  n = 1794,t2
20110504111310,Cluster 2  |  n = 1457,t2
20110504111312,Cluster 3  |  n = 1794,t2
20110504111313,Cluster 3  |  n = 1794,t2
20110504111322,Cluster 4  |  n = 419,t2
20110504111325,Cluster 3  |  n = 1794,t2
20110504111338,Cluster 3  |  n = 1794,t2
20110504111341,Cluster 2  |  n = 1457,t2
20110504111344,Cluster 3  |  n = 1794,t2
20110504111346,Cluster 3  |  n = 1794,t2
20110504111347,Cluster 2  |  n = 1457,t2
20110504111364,Cluster 3  |  n = 1794,t2
20110504111369,Cluster 3  |  n = 1794,t2
20110504111381,Cluster 2  |  n = 1457,t2
20110504111387,Cluster 1  |  n = 176,t2
20110504111389,Cluster 3  |  n = 1794,t2
20110504111397,Cluster 2  |  n = 1457,t2
20110504111400,Cluster 1  |  n = 176,t2
20110504111402,Cluster 1  |  n = 176,t2
20110504111403,Cluster 2  |  n = 1457,t2
20110504111405,Cluster 3  |  n = 1794,t2
20110504111408,Cluster 2  |  n = 1457,t2
20110504111412,Cluster 3  |  n = 1794,t2
20110504111414,Cluster 3  |  n = 1794,t2
20110504111425,Cluster 3  |  n = 1794,t2
20110504111428,Cluster 2  |  n = 1457,t2
20110504111437,Cluster 3  |  n = 1794,t2
20110504111450,Cluster 2  |  n = 1457,t2
20110504111461,Cluster 1  |  n = 176,t2
20110504111465,Cluster 2  |  n = 1457,t2
20110504111471,Cluster 3  |  n = 1794,t2
20110504111493,Cluster 3  |  n = 1794,t2
20110504111504,Cluster 3  |  n = 1794,t2
20110504111505,Cluster 2  |  n = 1457,t2
20110504111515,Cluster 3  |  n = 1794,t2
20110504111519,Cluster 2  |  n = 1457,t2
20110504111522,Cluster 2  |  n = 1457,t2
20110504111523,Cluster 3  |  n = 1794,t2
20110504111534,Cluster 4  |  n = 419,t2
20110504111536,Cluster 1  |  n = 176,t2
20110504111539,Cluster 3  |  n = 1794,t2
20110504111563,Cluster 2  |  n = 1457,t2
20110504111574,Cluster 3  |  n = 1794,t2
20110504111575,Cluster 3  |  n = 1794,t2
20110504111577,Cluster 3  |  n = 1794,t2
20110504111578,Cluster 4  |  n = 419,t2
20110504111597,Cluster 2  |  n = 1457,t2
20110504111598,Cluster 3  |  n = 1794,t2
20110504111601,Cluster 4  |  n = 419,t2
20110504111602,Cluster 4  |  n = 419,t2
20110504111616,Cluster 3  |  n = 1794,t2
20110504111623,Cluster 2  |  n = 1457,t2
20110504111625,Cluster 2  |  n = 1457,t2
20110504111626,Cluster 3  |  n = 1794,t2
20110504111640,Cluster 4  |  n = 419,t2
20110504111641,Cluster 2  |  n = 1457,t2
20110504111643,Cluster 3  |  n = 1794,t2
20110504111650,Cluster 2  |  n = 1457,t2
20110504111655,Cluster 3  |  n = 1794,t2
20110504111656,Cluster 2  |  n = 1457,t2
20110504111657,Cluster 4  |  n = 419,t2
20110504111665,Cluster 2  |  n = 1457,t2
20110504111697,Cluster 3  |  n = 1794,t2
20110504111707,Cluster 2  |  n = 1457,t2
20110504111717,Cluster 3  |  n = 1794,t2
20110504111718,Cluster 3  |  n = 1794,t2
20110504111730,Cluster 4  |  n = 419,t2
20110504111731,Cluster 4  |  n = 419,t2
20110504111738,Cluster 3  |  n = 1794,t2
20110504111741,Cluster 2  |  n = 1457,t2
20110504111755,Cluster 2  |  n = 1457,t2
20110504111763,Cluster 4  |  n = 419,t2
20110504111769,Cluster 3  |  n = 1794,t2
20110504111773,Cluster 3  |  n = 1794,t2
20110504111787,Cluster 3  |  n = 1794,t2
20110504111794,Cluster 1  |  n = 176,t2
20110504111798,Cluster 3  |  n = 1794,t2
20110504111802,Cluster 3  |  n = 1794,t2
20110504111822,Cluster 3  |  n = 1794,t2
20110504111828,Cluster 3  |  n = 1794,t2
20110504111831,Cluster 3  |  n = 1794,t2
20110504111849,Cluster 3  |  n = 1794,t2
20110504111851,Cluster 3  |  n = 1794,t2
20110504111867,Cluster 3  |  n = 1794,t2
20110504111880,Cluster 4  |  n = 419,t2
20110504111891,Cluster 3  |  n = 1794,t2
20110504111894,Cluster 1  |  n = 176,t2
20110504111912,Cluster 3  |  n = 1794,t2
20110504111925,Cluster 3  |  n = 1794,t2
20110504111930,Cluster 4  |  n = 419,t2
20110504111931,Cluster 2  |  n = 1457,t2
20110504111932,Cluster 4  |  n = 419,t2
20110504111934,Cluster 3  |  n = 1794,t2
20110504111943,Cluster 3  |  n = 1794,t2
20110504111949,Cluster 2  |  n = 1457,t2
20110504111960,Cluster 1  |  n = 176,t2
20110504111965,Cluster 2  |  n = 1457,t2
20110504111970,Cluster 3  |  n = 1794,t2
20110504111978,Cluster 3  |  n = 1794,t2
20110504111980,Cluster 3  |  n = 1794,t2
20110504111982,Cluster 3  |  n = 1794,t2
20110504111984,Cluster 2  |  n = 1457,t2
20110504111986,Cluster 3  |  n = 1794,t2
20110504111989,Cluster 4  |  n = 419,t2
20110504111993,Cluster 4  |  n = 419,t2
20110504111998,Cluster 2  |  n = 1457,t2
20110504112002,Cluster 3  |  n = 1794,t2
20110504112005,Cluster 4  |  n = 419,t2
20110504112019,Cluster 2  |  n = 1457,t2
20110504112022,Cluster 2  |  n = 1457,t2
20110504112025,Cluster 2  |  n = 1457,t2
20110504112028,Cluster 2  |  n = 1457,t2
20110504112034,Cluster 3  |  n = 1794,t2
20110504112043,Cluster 3  |  n = 1794,t2
20110504112046,Cluster 2  |  n = 1457,t2
20110504112048,Cluster 3  |  n = 1794,t2
20110504112057,Cluster 3  |  n = 1794,t2
20110504112084,Cluster 2  |  n = 1457,t2
20110504112085,Cluster 2  |  n = 1457,t2
20110504112088,Cluster 2  |  n = 1457,t2
20110504112089,Cluster 2  |  n = 1457,t2
20110504112103,Cluster 2  |  n = 1457,t2
20110504112107,Cluster 2  |  n = 1457,t2
20110504112113,Cluster 2  |  n = 1457,t2
20110504112116,Cluster 3  |  n = 1794,t2
20110504112118,Cluster 3  |  n = 1794,t2
20110504112124,Cluster 2  |  n = 1457,t2
20110504112135,Cluster 2  |  n = 1457,t2
20110504112141,Cluster 3  |  n = 1794,t2
20110504112143,Cluster 3  |  n = 1794,t2
20110504112144,Cluster 2  |  n = 1457,t2
20110504112154,Cluster 1  |  n = 176,t2
20110504112155,Cluster 3  |  n = 1794,t2
20110504112159,Cluster 3  |  n = 1794,t2
20110504112162,Cluster 3  |  n = 1794,t2
20110504112164,Cluster 3  |  n = 1794,t2
20110504112167,Cluster 3  |  n = 1794,t2
20110504112179,Cluster 3  |  n = 1794,t2
20110504112185,Cluster 3  |  n = 1794,t2
20110504112194,Cluster 2  |  n = 1457,t2
20110504112197,Cluster 4  |  n = 419,t2
20110504112198,Cluster 2  |  n = 1457,t2
20110504112201,Cluster 2  |  n = 1457,t2
20110504112204,Cluster 3  |  n = 1794,t2
20110504112205,Cluster 2  |  n = 1457,t2
20110504112214,Cluster 2  |  n = 1457,t2
20110504112217,Cluster 2  |  n = 1457,t2
20110504112218,Cluster 3  |  n = 1794,t2
20110504112219,Cluster 1  |  n = 176,t2
20110504112221,Cluster 3  |  n = 1794,t2
20110504112222,Cluster 3  |  n = 1794,t2
20110504112240,Cluster 3  |  n = 1794,t2
20110504112243,Cluster 3  |  n = 1794,t2
20110504112249,Cluster 3  |  n = 1794,t2
20110504112251,Cluster 2  |  n = 1457,t2
20110504112254,Cluster 4  |  n = 419,t2
20110504112257,Cluster 4  |  n = 419,t2
20110504112265,Cluster 3  |  n = 1794,t2
20110504112280,Cluster 3  |  n = 1794,t2
20110504112282,Cluster 2  |  n = 1457,t2
20110504112305,Cluster 1  |  n = 176,t2
20110504112306,Cluster 3  |  n = 1794,t2
20110504112307,Cluster 2  |  n = 1457,t2
20110504112308,Cluster 3  |  n = 1794,t2
20110504112310,Cluster 3  |  n = 1794,t2
20110504112313,Cluster 1  |  n = 176,t2
20110504112318,Cluster 3  |  n = 1794,t2
20110504112332,Cluster 3  |  n = 1794,t2
20110504112333,Cluster 2  |  n = 1457,t2
20110504112338,Cluster 1  |  n = 176,t2
20110504112342,Cluster 2  |  n = 1457,t2
20110504112356,Cluster 4  |  n = 419,t2
20110504112364,Cluster 2  |  n = 1457,t2
20110504112372,Cluster 3  |  n = 1794,t2
20110504112376,Cluster 2  |  n = 1457,t2
20110504112380,Cluster 3  |  n = 1794,t2
20110504112387,Cluster 3  |  n = 1794,t2
20110504112391,Cluster 2  |  n = 1457,t2
20110504112392,Cluster 2  |  n = 1457,t2
20110504112399,Cluster 2  |  n = 1457,t2
20110504112403,Cluster 3  |  n = 1794,t2
20110504112408,Cluster 3  |  n = 1794,t2
20110504112410,Cluster 2  |  n = 1457,t2
20110504112433,Cluster 4  |  n = 419,t2
20110504112434,Cluster 3  |  n = 1794,t2
20110504112439,Cluster 2  |  n = 1457,t2
20110504112446,Cluster 2  |  n = 1457,t2
20110504112452,Cluster 3  |  n = 1794,t2
20110504112456,Cluster 3  |  n = 1794,t2
20110504112457,Cluster 2  |  n = 1457,t2
20110504112460,Cluster 3  |  n = 1794,t2
20110504112462,Cluster 4  |  n = 419,t2
20110504112463,Cluster 3  |  n = 1794,t2
20110504112484,Cluster 3  |  n = 1794,t2
20110504112487,Cluster 3  |  n = 1794,t2
20110504112488,Cluster 2  |  n = 1457,t2
20110504112498,Cluster 1  |  n = 176,t2
20110505110039,Cluster 3  |  n = 1794,t2
20110505110041,Cluster 1  |  n = 176,t2
20110505110049,Cluster 3  |  n = 1794,t2
20110505110050,Cluster 3  |  n = 1794,t2
20110505110087,Cluster 4  |  n = 419,t2
20110505110088,Cluster 2  |  n = 1457,t2
20110505110095,Cluster 3  |  n = 1794,t2
20110505110146,Cluster 3  |  n = 1794,t2
20110505110147,Cluster 2  |  n = 1457,t2
20110505110511,Cluster 3  |  n = 1794,t2
20110505110541,Cluster 3  |  n = 1794,t2
20110505110571,Cluster 3  |  n = 1794,t2
20110505110609,Cluster 2  |  n = 1457,t2
20110505110611,Cluster 3  |  n = 1794,t2
20110505110614,Cluster 2  |  n = 1457,t2
20110505110640,Cluster 2  |  n = 1457,t2
20110505110642,Cluster 3  |  n = 1794,t2
20110505110643,Cluster 2  |  n = 1457,t2
20110505110644,Cluster 3  |  n = 1794,t2
20110505110800,Cluster 2  |  n = 1457,t2
20110505110830,Cluster 4  |  n = 419,t2
20110505110836,Cluster 2  |  n = 1457,t2
20110505110863,Cluster 2  |  n = 1457,t2
20110505110865,Cluster 3  |  n = 1794,t2
20110505110877,Cluster 3  |  n = 1794,t2
20110505110879,Cluster 3  |  n = 1794,t2
20110505110950,Cluster 2  |  n = 1457,t2
20110505110972,Cluster 2  |  n = 1457,t2
20110505111022,Cluster 3  |  n = 1794,t2
20110505111033,Cluster 2  |  n = 1457,t2
20110505111048,Cluster 3  |  n = 1794,t2
20110505111050,Cluster 2  |  n = 1457,t2
20110505111101,Cluster 3  |  n = 1794,t2
20110505111105,Cluster 3  |  n = 1794,t2
20110505111106,Cluster 3  |  n = 1794,t2
20110505111108,Cluster 3  |  n = 1794,t2
20110505111132,Cluster 2  |  n = 1457,t2
20110505111197,Cluster 3  |  n = 1794,t2
20110505111206,Cluster 3  |  n = 1794,t2
20110505111241,Cluster 3  |  n = 1794,t2
20110505111262,Cluster 2  |  n = 1457,t2
20110505111320,Cluster 3  |  n = 1794,t2
20110505111324,Cluster 3  |  n = 1794,t2
20110505111336,Cluster 1  |  n = 176,t2
20110505111346,Cluster 3  |  n = 1794,t2
20110505111348,Cluster 2  |  n = 1457,t2
20110505111370,Cluster 2  |  n = 1457,t2
20110505111388,Cluster 3  |  n = 1794,t2
20110505111393,Cluster 2  |  n = 1457,t2
20110505111429,Cluster 2  |  n = 1457,t2
20110505111442,Cluster 2  |  n = 1457,t2
20110505111452,Cluster 3  |  n = 1794,t2
20110505111454,Cluster 2  |  n = 1457,t2
20110505111504,Cluster 2  |  n = 1457,t2
20110505111512,Cluster 3  |  n = 1794,t2
20110505111518,Cluster 2  |  n = 1457,t2
20110505111557,Cluster 2  |  n = 1457,t2
20110505111561,Cluster 3  |  n = 1794,t2
20110505111570,Cluster 3  |  n = 1794,t2
20110505111572,Cluster 3  |  n = 1794,t2
20110505111668,Cluster 3  |  n = 1794,t2
20110505111685,Cluster 1  |  n = 176,t2
20110505111820,Cluster 3  |  n = 1794,t2
20110505111847,Cluster 4  |  n = 419,t2
20110505111881,Cluster 2  |  n = 1457,t2
20110505111885,Cluster 3  |  n = 1794,t2
20110505111886,Cluster 2  |  n = 1457,t2
20110505111910,Cluster 2  |  n = 1457,t2
20110505111920,Cluster 2  |  n = 1457,t2
20110505111932,Cluster 3  |  n = 1794,t2
20110505111951,Cluster 3  |  n = 1794,t2
20110505111956,Cluster 2  |  n = 1457,t2
20110505111980,Cluster 4  |  n = 419,t2
20110505111997,Cluster 2  |  n = 1457,t2
20110505112013,Cluster 3  |  n = 1794,t2
20110505112014,Cluster 3  |  n = 1794,t2
20110505112019,Cluster 3  |  n = 1794,t2
20110505112022,Cluster 4  |  n = 419,t2
20110505112024,Cluster 1  |  n = 176,t2
20110505112025,Cluster 2  |  n = 1457,t2
20110505112084,Cluster 3  |  n = 1794,t2
20110505112127,Cluster 4  |  n = 419,t2
20110505112148,Cluster 2  |  n = 1457,t2
20110505112191,Cluster 3  |  n = 1794,t2
20110505112200,Cluster 3  |  n = 1794,t2
20110505112206,Cluster 2  |  n = 1457,t2
20110505112230,Cluster 2  |  n = 1457,t2
20110505112328,Cluster 3  |  n = 1794,t2
20110505112335,Cluster 2  |  n = 1457,t2
20110505112382,Cluster 3  |  n = 1794,t2
20110505112437,Cluster 3  |  n = 1794,t2
20110505112438,Cluster 4  |  n = 419,t2
20110505112488,Cluster 3  |  n = 1794,t2
20110505112512,Cluster 3  |  n = 1794,t2
20110603111166,Cluster 3  |  n = 1794,t2
20110603112478,Cluster 3  |  n = 1794,t2
20110604110546,Cluster 3  |  n = 1794,t2
20110604110601,Cluster 3  |  n = 1794,t2
20110604110647,Cluster 3  |  n = 1794,t2
20110604110665,Cluster 3  |  n = 1794,t2
20110604110785,Cluster 2  |  n = 1457,t2
20110604110796,Cluster 2  |  n = 1457,t2
20110604110803,Cluster 2  |  n = 1457,t2
20110604110811,Cluster 3  |  n = 1794,t2
20110604110845,Cluster 3  |  n = 1794,t2
20110604110888,Cluster 3  |  n = 1794,t2
20110604110917,Cluster 2  |  n = 1457,t2
20110604110974,Cluster 3  |  n = 1794,t2
20110604111033,Cluster 3  |  n = 1794,t2
20110604111186,Cluster 3  |  n = 1794,t2
20110604111190,Cluster 3  |  n = 1794,t2
20110604111228,Cluster 2  |  n = 1457,t2
20110604111261,Cluster 3  |  n = 1794,t2
20110604111267,Cluster 3  |  n = 1794,t2
20110604111306,Cluster 3  |  n = 1794,t2
20110604111318,Cluster 3  |  n = 1794,t2
20110604111329,Cluster 3  |  n = 1794,t2
20110604111372,Cluster 3  |  n = 1794,t2
20110604111406,Cluster 4  |  n = 419,t2
20110604111420,Cluster 2  |  n = 1457,t2
20110604111482,Cluster 2  |  n = 1457,t2
20110604111487,Cluster 2  |  n = 1457,t2
20110604111527,Cluster 2  |  n = 1457,t2
20110604111569,Cluster 3  |  n = 1794,t2
20110604111610,Cluster 3  |  n = 1794,t2
20110604111642,Cluster 2  |  n = 1457,t2
20110604111645,Cluster 3  |  n = 1794,t2
20110604111668,Cluster 2  |  n = 1457,t2
20110604111746,Cluster 1  |  n = 176,t2
20110604111754,Cluster 2  |  n = 1457,t2
20110604111766,Cluster 1  |  n = 176,t2
20110604111793,Cluster 4  |  n = 419,t2
20110604111826,Cluster 3  |  n = 1794,t2
20110604111840,Cluster 2  |  n = 1457,t2
20110604111957,Cluster 4  |  n = 419,t2
20110604112012,Cluster 2  |  n = 1457,t2
20110604112061,Cluster 3  |  n = 1794,t2
20110604112077,Cluster 4  |  n = 419,t2
20110604112078,Cluster 3  |  n = 1794,t2
20110604112083,Cluster 3  |  n = 1794,t2
20110604112173,Cluster 3  |  n = 1794,t2
20110604112220,Cluster 3  |  n = 1794,t2
20110604112238,Cluster 4  |  n = 419,t2
20110604112256,Cluster 4  |  n = 419,t2
20110604112270,Cluster 3  |  n = 1794,t2
20110604112290,Cluster 2  |  n = 1457,t2
20110604112311,Cluster 4  |  n = 419,t2
20110604112366,Cluster 3  |  n = 1794,t2
20110604112373,Cluster 3  |  n = 1794,t2
20110604112382,Cluster 3  |  n = 1794,t2
20110604112390,Cluster 2  |  n = 1457,t2
20110604112437,Cluster 4  |  n = 419,t2
20110604112464,Cluster 3  |  n = 1794,t2
20110604112504,Cluster 3  |  n = 1794,t2
20110605110008,Cluster 3  |  n = 1794,t2
20110605110010,Cluster 4  |  n = 419,t2
20110605110024,Cluster 2  |  n = 1457,t2
20110605110029,Cluster 3  |  n = 1794,t2
20110605110033,Cluster 2  |  n = 1457,t2
20110605110047,Cluster 3  |  n = 1794,t2
20110605110065,Cluster 3  |  n = 1794,t2
20110605110105,Cluster 3  |  n = 1794,t2
20110605110124,Cluster 3  |  n = 1794,t2
20110605110125,Cluster 4  |  n = 419,t2
20110605110128,Cluster 2  |  n = 1457,t2
20110605110133,Cluster 3  |  n = 1794,t2
20110605110159,Cluster 1  |  n = 176,t2
20110605110164,Cluster 4  |  n = 419,t2
20110605110168,Cluster 3  |  n = 1794,t2
20110605110173,Cluster 2  |  n = 1457,t2
20110605110505,Cluster 3  |  n = 1794,t2
20110605110507,Cluster 4  |  n = 419,t2
20110605110513,Cluster 2  |  n = 1457,t2
20110605110522,Cluster 3  |  n = 1794,t2
20110605110525,Cluster 2  |  n = 1457,t2
20110605110526,Cluster 2  |  n = 1457,t2
20110605110529,Cluster 3  |  n = 1794,t2
20110605110549,Cluster 3  |  n = 1794,t2
20110605110562,Cluster 3  |  n = 1794,t2
20110605110570,Cluster 3  |  n = 1794,t2
20110605110574,Cluster 2  |  n = 1457,t2
20110605110587,Cluster 3  |  n = 1794,t2
20110605110588,Cluster 2  |  n = 1457,t2
20110605110596,Cluster 2  |  n = 1457,t2
20110605110604,Cluster 3  |  n = 1794,t2
20110605110605,Cluster 2  |  n = 1457,t2
20110605110608,Cluster 3  |  n = 1794,t2
20110605110625,Cluster 4  |  n = 419,t2
20110605110626,Cluster 4  |  n = 419,t2
20110605110645,Cluster 3  |  n = 1794,t2
20110605110646,Cluster 3  |  n = 1794,t2
20110605110656,Cluster 2  |  n = 1457,t2
20110605110657,Cluster 3  |  n = 1794,t2
20110605110661,Cluster 2  |  n = 1457,t2
20110605110666,Cluster 3  |  n = 1794,t2
20110605110668,Cluster 2  |  n = 1457,t2
20110605110669,Cluster 3  |  n = 1794,t2
20110605110675,Cluster 3  |  n = 1794,t2
20110605110685,Cluster 2  |  n = 1457,t2
20110605110695,Cluster 3  |  n = 1794,t2
20110605110696,Cluster 4  |  n = 419,t2
20110605110703,Cluster 4  |  n = 419,t2
20110605110707,Cluster 3  |  n = 1794,t2
20110605110717,Cluster 2  |  n = 1457,t2
20110605110720,Cluster 3  |  n = 1794,t2
20110605110723,Cluster 3  |  n = 1794,t2
20110605110733,Cluster 2  |  n = 1457,t2
20110605110737,Cluster 3  |  n = 1794,t2
20110605110746,Cluster 2  |  n = 1457,t2
20110605110753,Cluster 3  |  n = 1794,t2
20110605110764,Cluster 3  |  n = 1794,t2
20110605110769,Cluster 2  |  n = 1457,t2
20110605110771,Cluster 2  |  n = 1457,t2
20110605110774,Cluster 3  |  n = 1794,t2
20110605110777,Cluster 2  |  n = 1457,t2
20110605110778,Cluster 3  |  n = 1794,t2
20110605110787,Cluster 3  |  n = 1794,t2
20110605110789,Cluster 4  |  n = 419,t2
20110605110799,Cluster 2  |  n = 1457,t2
20110605110801,Cluster 2  |  n = 1457,t2
20110605110804,Cluster 3  |  n = 1794,t2
20110605110828,Cluster 3  |  n = 1794,t2
20110605110842,Cluster 3  |  n = 1794,t2
20110605110843,Cluster 3  |  n = 1794,t2
20110605110846,Cluster 2  |  n = 1457,t2
20110605110849,Cluster 2  |  n = 1457,t2
20110605110858,Cluster 3  |  n = 1794,t2
20110605110860,Cluster 3  |  n = 1794,t2
20110605110869,Cluster 2  |  n = 1457,t2
20110605110870,Cluster 3  |  n = 1794,t2
20110605110871,Cluster 4  |  n = 419,t2
20110605110874,Cluster 4  |  n = 419,t2
20110605110882,Cluster 2  |  n = 1457,t2
20110605110895,Cluster 4  |  n = 419,t2
20110605110896,Cluster 4  |  n = 419,t2
20110605110902,Cluster 2  |  n = 1457,t2
20110605110908,Cluster 2  |  n = 1457,t2
20110605110909,Cluster 2  |  n = 1457,t2
20110605110922,Cluster 3  |  n = 1794,t2
20110605110924,Cluster 2  |  n = 1457,t2
20110605110926,Cluster 1  |  n = 176,t2
20110605110939,Cluster 3  |  n = 1794,t2
20110605110943,Cluster 3  |  n = 1794,t2
20110605110949,Cluster 2  |  n = 1457,t2
20110605110955,Cluster 3  |  n = 1794,t2
20110605110958,Cluster 3  |  n = 1794,t2
20110605110967,Cluster 3  |  n = 1794,t2
20110605110979,Cluster 3  |  n = 1794,t2
20110605110981,Cluster 3  |  n = 1794,t2
20110605110983,Cluster 3  |  n = 1794,t2
20110605110985,Cluster 4  |  n = 419,t2
20110605110987,Cluster 3  |  n = 1794,t2
20110605110990,Cluster 3  |  n = 1794,t2
20110605110999,Cluster 3  |  n = 1794,t2
